"","quality","qualityclass","type","fixed.acidity","volatile.acidity","citric.acid","residual.sugar","chlorides","free.sulfur.dioxide","total.sulfur.dioxide","density","pH","sulphates","alcohol","binary_class"
"5349",7,"Normal","white",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,0
"5350",7,"Normal","white",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,0
"5351",7,"Normal","white",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,0
"5352",7,"Normal","white",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,0
"5353",7,"Normal","white",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,0
"5354",5,"Normal","white",7.2,0.26,0.38,1.5,0.061,12,120,0.99192,3.18,0.46,10.4,0
"5355",5,"Normal","white",7,0.31,0.35,1.6,0.063,13,119,0.99184,3.22,0.5,10.7,0
"5356",7,"Normal","white",6.6,0.22,0.35,1.4,0.05,23,83,0.99019,3.17,0.48,12,0
"5357",7,"Normal","white",5.8,0.23,0.31,3.5,0.044,35,158,0.98998,3.19,0.37,12.1,0
"5358",6,"Normal","white",6,0.19,0.26,1.4,0.039,30,104,0.98998,3.32,0.41,12.4,0
"5359",7,"Normal","white",6.7,0.21,0.34,1.5,0.035,45,123,0.98949,3.24,0.36,12.6,0
"5360",7,"Normal","white",7.4,0.16,0.3,13.7,0.056,33,168,0.99825,2.9,0.44,8.7,0
"5361",5,"Normal","white",6.6,0.22,0.37,1.6,0.04,31,101,0.99009,3.15,0.66,12,0
"5362",6,"Normal","white",6.8,0.34,0.27,5.2,0.06,14,169,0.99252,3.27,0.57,11.6,0
"5363",5,"Normal","white",7.1,0.34,0.86,1.4,0.174,36,99,0.99288,2.92,0.5,9.3,0
"5364",6,"Normal","white",6.3,0.24,0.22,11.9,0.05,65,179,0.99659,3.06,0.58,9.3,0
"5365",7,"Normal","white",6.9,0.35,0.39,2.4,0.048,25,157,0.99133,3.2,0.54,11.1,0
"5366",6,"Normal","white",6.8,0.24,0.33,3.2,0.049,68,161,0.99324,3.1,0.69,10.2,0
"5367",6,"Normal","white",6.4,0.25,0.33,1.7,0.037,35,113,0.99164,3.23,0.66,10.6,0
"5368",7,"Normal","white",5.8,0.19,0.33,4.2,0.038,49,133,0.99107,3.16,0.42,11.3,0
"5369",5,"Normal","white",6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,0
"5370",6,"Normal","white",6.5,0.31,0.61,13,0.053,31,123,0.99708,3.09,0.5,9.3,0
"5371",6,"Normal","white",6.6,0.25,0.32,5.6,0.039,15,68,0.99163,2.96,0.52,11.1,0
"5372",6,"Normal","white",7.5,0.38,0.56,9.7,0.055,15,170,0.99605,3.13,0.65,9.9,0
"5373",7,"Normal","white",6.2,0.3,0.3,2.5,0.041,29,82,0.99065,3.31,0.61,11.8,0
"5374",7,"Normal","white",6.4,0.33,0.28,4,0.04,24,81,0.9903,3.26,0.64,12.6,0
"5375",5,"Normal","white",6.9,0.24,0.4,15.4,0.052,81,198,0.9986,3.2,0.69,9.4,0
"5376",5,"Normal","white",7.6,0.27,0.32,1.2,0.043,23,72,0.99236,3.06,0.68,10.5,0
"5377",6,"Normal","white",5.9,0.24,0.34,2,0.037,40,108,0.98948,3.19,0.5,12.3,0
"5378",6,"Normal","white",5.3,0.33,0.3,1.2,0.048,25,119,0.99045,3.32,0.62,11.3,0
"5379",5,"Normal","white",6.4,0.21,0.21,5.1,0.097,21,105,0.9939,3.07,0.46,9.6,0
"5380",6,"Normal","white",7,0.22,0.3,1.4,0.04,14,63,0.98985,3.2,0.33,12,0
"5381",5,"Normal","white",7.8,0.27,0.35,1.2,0.05,36,140,0.99138,3.09,0.45,11.2,0
"5382",6,"Normal","white",6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,0
"5383",6,"Normal","white",8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,0
"5384",6,"Normal","white",6.7,0.2,0.24,6.5,0.044,28,100,0.99348,3.12,0.33,10.2,0
"5385",6,"Normal","white",5.8,0.22,0.29,1.3,0.036,25,68,0.98865,3.24,0.35,12.6,0
"5386",5,"Normal","white",6.3,0.3,0.48,7.4,0.053,34,149,0.99472,3.18,0.53,9.8,0
"5387",5,"Normal","white",7.9,0.36,0.53,12.9,0.049,63,139,0.99792,2.94,0.45,9.1,0
"5388",6,"Normal","white",8.1,0.27,0.33,1.3,0.045,26,100,0.99066,2.98,0.44,12.4,0
"5389",6,"Normal","white",8,0.24,0.33,1.2,0.044,28,101,0.99035,3.03,0.43,12.5,0
"5390",6,"Normal","white",6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,0
"5391",6,"Normal","white",6.7,0.24,0.31,2.3,0.044,37,113,0.99013,3.29,0.46,12.9,0
"5392",5,"Normal","white",6.2,0.3,0.32,1.3,0.054,27,183,0.99266,3.3,0.43,10.1,0
"5393",6,"Normal","white",6.9,0.26,0.38,10.5,0.044,33,139,0.99517,3.06,0.5,10.3,0
"5394",6,"Normal","white",6.7,0.41,0.27,2.6,0.033,25,85,0.99086,3.05,0.34,11.7,0
"5395",6,"Normal","white",5.9,0.32,0.2,14.4,0.05,29,144,0.99666,3.24,0.41,10.3,0
"5396",7,"Normal","white",6.1,0.25,0.3,1.2,0.036,42,107,0.991,3.34,0.56,10.8,0
"5397",6,"Normal","white",5.6,0.23,0.29,3.1,0.023,19,89,0.99068,3.25,0.51,11.2,0
"5398",6,"Normal","white",6.6,0.23,0.32,1.7,0.024,26,102,0.99084,3.29,0.6,11.8,0
"5399",6,"Normal","white",6,0.17,0.21,6,0.05,26,134,0.9939,3.08,0.54,9.8,0
"5400",6,"Normal","white",7.1,0.38,0.42,11.8,0.041,32,193,0.99624,3.04,0.49,10,0
"5401",5,"Normal","white",7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,0
"5402",5,"Normal","white",7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,0
"5403",5,"Normal","white",7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,0
"5404",6,"Normal","white",8,0.33,0.32,4.6,0.041,31,180,0.99184,2.92,0.74,12.2,0
"5405",5,"Normal","white",7,0.44,0.24,12.1,0.056,68,210,0.99718,3.05,0.5,9.5,0
"5406",6,"Normal","white",6,0.19,0.29,1.2,0.046,29,92,0.99033,3.22,0.53,11.3,0
"5407",6,"Normal","white",6.3,0.28,0.34,8.1,0.038,44,129,0.99248,3.26,0.29,12.1,0
"5408",7,"Normal","white",5.4,0.22,0.35,6.5,0.029,26,87,0.99092,3.29,0.44,12.5,0
"5409",5,"Normal","white",6.2,0.345,0.27,10.1,0.056,38,187,0.99486,3.31,0.56,10.6,0
"5410",7,"Normal","white",5.6,0.255,0.57,10.7,0.056,66,171,0.99464,3.25,0.61,10.4,0
"5411",7,"Normal","white",5.2,0.2,0.27,3.2,0.047,16,93,0.99235,3.44,0.53,10.1,0
"5412",6,"Normal","white",6.2,0.29,0.23,12.4,0.048,33,201,0.99612,3.11,0.56,9.9,0
"5413",6,"Normal","white",6.3,0.26,0.25,5.2,0.046,11,133,0.99202,2.97,0.68,11,0
"5414",6,"Normal","white",6,0.22,0.23,5,0.045,10,122,0.99261,2.94,0.63,10,0
"5415",6,"Normal","white",7.5,0.35,0.37,2.5,0.066,29,89,0.98964,3.14,0.42,12.7,0
"5416",6,"Normal","white",6.6,0.39,0.28,9.2,0.036,10,92,0.99206,3.07,0.35,12.1,0
"5417",6,"Normal","white",6.3,0.23,0.33,6.9,0.052,23,118,0.9938,3.23,0.46,10.4,0
"5418",6,"Normal","white",6.3,0.22,0.3,2,0.05,23,120,0.99204,3.24,0.47,10.4,0
"5419",5,"Normal","white",6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,0
"5420",5,"Normal","white",6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,0
"5421",5,"Normal","white",7.5,0.23,0.3,1.2,0.03,27,80,0.99192,3.05,0.68,10.5,0
"5422",5,"Normal","white",6.4,0.29,0.18,15,0.04,21,116,0.99736,3.14,0.5,9.2,0
"5423",7,"Normal","white",5.7,0.28,0.36,1.8,0.041,38,90,0.99002,3.27,0.98,11.9,0
"5424",6,"Normal","white",6.5,0.26,0.24,10.8,0.042,47,130,0.996,3.08,0.4,10.1,0
"5425",6,"Normal","white",6.4,0.27,0.29,3.9,0.034,62,140,0.99237,3.1,0.59,11.1,0
"5426",7,"Normal","white",5.9,0.22,0.29,4.2,0.037,69,144,0.99214,3.13,0.74,10.8,0
"5427",6,"Normal","white",6.8,0.26,0.26,2,0.019,23.5,72,0.99041,3.16,0.47,11.8,0
"5428",5,"Normal","white",7.6,0.36,0.48,13.5,0.038,44,116,0.9982,3.04,0.48,9.2,0
"5429",5,"Normal","white",7.6,0.35,0.47,13.3,0.037,42,116,0.99822,3.04,0.5,9.2,0
"5430",6,"Normal","white",5.7,0.18,0.26,2.2,0.023,21,95,0.9893,3.07,0.54,12.3,0
"5431",6,"Normal","white",6.6,0.36,0.47,1.4,0.145,26,124,0.99274,3.09,0.56,10.1,0
"5432",6,"Normal","white",5.9,0.14,0.2,1.6,0.04,26,114,0.99105,3.25,0.45,11.4,0
"5433",6,"Normal","white",5.5,0.23,0.19,2.2,0.044,39,161,0.99209,3.19,0.43,10.4,0
"5434",6,"Normal","white",6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,0
"5435",6,"Normal","white",7,0.24,0.24,1.8,0.047,29,91,0.99251,3.3,0.43,9.9,0
"5436",6,"Normal","white",6.7,0.11,0.26,14.8,0.053,44,95,0.99676,3.2,0.35,9.8,0
"5437",5,"Normal","white",7.5,0.29,0.24,9.9,0.058,25,115,0.99567,3.15,0.46,10.9,0
"5438",5,"Normal","white",6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,0
"5439",5,"Normal","white",6,0.33,0.26,5.1,0.051,16,119,0.99416,3.15,0.41,9.2,0
"5440",5,"Normal","white",5.8,0.32,0.23,1.5,0.033,39,121,0.9887,2.96,0.35,12,0
"5441",6,"Normal","white",5.8,0.3,0.23,1.5,0.034,37,121,0.98871,2.96,0.34,12.1,0
"5442",6,"Normal","white",3.8,0.31,0.02,11.1,0.036,20,114,0.99248,3.75,0.44,12.4,0
"5443",6,"Normal","white",6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,0
"5444",7,"Normal","white",6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,0
"5445",6,"Normal","white",6.9,0.52,0.54,7.9,0.036,23,169,0.99267,3.26,0.47,12.2,0
"5446",6,"Normal","white",7,0.55,0.05,8,0.036,19,164,0.99269,3.26,0.46,12.2,0
"5447",6,"Normal","white",5.8,0.2,0.16,1.4,0.042,44,99,0.98912,3.23,0.37,12.2,0
"5448",6,"Normal","white",6.2,0.36,0.22,5.25,0.038,44,145,0.99184,3.22,0.4,11.2,0
"5449",7,"Normal","white",6,0.31,0.27,2.3,0.042,19,120,0.98952,3.32,0.41,12.7,0
"5450",7,"Normal","white",6,0.29,0.27,2.3,0.044,20,117,0.9895,3.31,0.41,12.7,0
"5451",6,"Normal","white",5.7,0.22,0.29,3.5,0.04,27,146,0.98999,3.17,0.36,12.1,0
"5452",5,"Normal","white",7.1,0.46,0.23,13.7,0.045,44,192,0.9981,3.11,0.53,9.4,0
"5453",6,"Normal","white",6.6,0.21,0.3,9.9,0.041,64,174,0.995,3.07,0.5,10.1,0
"5454",5,"Normal","white",6.9,0.42,0.2,15.4,0.043,57,201,0.99848,3.08,0.54,9.4,0
"5455",6,"Normal","white",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,0
"5456",6,"Normal","white",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,0
"5457",6,"Normal","white",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,0
"5458",6,"Normal","white",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,0
"5459",7,"Normal","white",5.2,0.31,0.2,2.4,0.027,27,117,0.98886,3.56,0.45,13,0
"5460",5,"Normal","white",7.2,0.22,0.35,5.5,0.054,37,183,0.99474,3.08,0.5,10.3,0
"5461",6,"Normal","white",6.2,0.24,0.27,16.8,0.04,48,129,0.99691,3.23,0.38,10.5,0
"5462",6,"Normal","white",5.7,0.22,0.2,16,0.044,41,113,0.99862,3.22,0.46,8.9,0
"5463",5,"Normal","white",5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,0
"5464",5,"Normal","white",5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,0
"5465",6,"Normal","white",6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,0
"5466",6,"Normal","white",6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,0
"5467",6,"Normal","white",6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,0
"5468",6,"Normal","white",6,0.2,0.26,6.8,0.049,22,93,0.9928,3.15,0.42,11,0
"5469",5,"Normal","white",7.6,0.28,0.17,1.6,0.046,28,117,0.99288,3.08,0.43,10,0
"5470",6,"Normal","white",7,0.2,0.33,4.7,0.03,25,76,0.99202,2.88,0.54,10.5,0
"5471",6,"Normal","white",6.6,0.26,0.27,11.8,0.048,28,112,0.99606,2.87,0.49,9.7,0
"5472",5,"Normal","white",5.7,0.26,0.24,17.8,0.059,23,124,0.99773,3.3,0.5,10.1,0
"5473",5,"Normal","white",7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,0
"5474",6,"Normal","white",6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,0
"5475",5,"Normal","white",7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,0
"5476",5,"Normal","white",7.4,0.22,0.28,9,0.046,22,121,0.99468,3.1,0.55,10.8,0
"5477",5,"Normal","white",7.2,0.21,0.36,15.7,0.045,68,183,0.99922,3.25,0.76,9.4,0
"5478",6,"Normal","white",6.9,0.22,0.32,5.8,0.041,20,119,0.99296,3.17,0.55,11.2,0
"5479",6,"Normal","white",7,0.2,0.35,8.8,0.037,31,103,0.99388,3.13,0.49,11,0
"5480",6,"Normal","white",5.6,0.26,0,10.2,0.038,13,111,0.99315,3.44,0.46,12.4,0
"5481",6,"Normal","white",6.3,0.28,0.3,6.6,0.208,60,154,0.99478,3.1,0.4,9.4,0
"5482",5,"Normal","white",6.4,0.29,0.3,6.5,0.209,62,156,0.99478,3.1,0.4,9.4,0
"5483",5,"Normal","white",7.2,0.34,0.23,8.9,0.105,22,155,0.99692,3.01,0.58,9.5,0
"5484",6,"Normal","white",7.1,0.39,0.39,11.1,0.034,25,204,0.99616,3.05,0.52,10,0
"5485",6,"Normal","white",6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,0
"5486",6,"Normal","white",6.1,0.24,0.25,1.6,0.044,24,115,0.9921,3.39,0.59,10.9,0
"5487",6,"Normal","white",5.9,0.25,0.24,7.4,0.044,21,113,0.99462,3.38,0.58,10.5,0
"5488",6,"Normal","white",6.1,0.24,0.27,11.5,0.05,51,133,0.99476,3.22,0.37,10.8,0
"5489",7,"Normal","white",6.5,0.22,0.27,1.6,0.039,36,116,0.99178,3.38,0.57,11,0
"5490",6,"Normal","white",6.2,0.26,0.29,2,0.036,16,87,0.99081,3.33,0.61,11.8,0
"5491",6,"Normal","white",6.6,0.34,0.25,4.8,0.038,16,121,0.99198,3.36,0.71,12.6,0
"5492",6,"Normal","white",5.6,0.225,0.24,9.8,0.054,59,140,0.99545,3.17,0.39,10.2,0
"5493",5,"Normal","white",7.1,0.23,0.28,1.9,0.046,33,103,0.98997,3.12,0.31,12,0
"5494",6,"Normal","white",6.9,0.26,0.29,4.2,0.043,33,114,0.9902,3.16,0.31,12.5,0
"5495",6,"Normal","white",6.4,0.27,0.3,1.6,0.04,19,86,0.99089,3.32,0.65,11.5,0
"5496",7,"Normal","white",6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,0
"5497",7,"Normal","white",6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,0
"5498",5,"Normal","white",7.2,0.585,0.2,10.4,0.086,17,94,0.99681,3.13,0.4,9.4,0
"5499",7,"Normal","white",6.7,0.34,0.26,1.9,0.038,58,138,0.9893,3,0.47,12.2,0
"5500",7,"Normal","white",6.3,0.41,0.22,7.3,0.035,23,117,0.99172,3.2,0.39,11.94,0
"5501",7,"Normal","white",6.7,0.41,0.24,5.4,0.035,33,115,0.9901,3.12,0.44,12.8933333333333,0
"5502",5,"Normal","white",6.4,0.26,0.35,7.7,0.056,45,191,0.99527,3.16,0.5,9.5,0
"5503",6,"Normal","white",6.3,0.28,0.22,11.5,0.036,27,150,0.99445,3,0.33,10.6,0
"5504",7,"Normal","white",7.4,0.16,0.33,1.2,0.042,47,121,0.99198,3.04,0.68,10.5,0
"5505",6,"Normal","white",8.4,0.27,0.3,2.2,0.037,36,129,0.99085,2.89,0.3,11.4666666666667,0
"5506",6,"Normal","white",5.9,0.2,0.28,1,0.043,45,100,0.99033,3.4,0.41,11.4,0
"5507",5,"Normal","white",6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,0
"5508",5,"Normal","white",7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,0
"5509",5,"Normal","white",6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,0
"5510",5,"Normal","white",6.4,0.42,0.19,9.3,0.043,28,145,0.99433,3.23,0.53,10.98,0
"5511",5,"Normal","white",6.4,0.23,0.26,8.1,0.054,47,181,0.9954,3.12,0.49,9.4,0
"5512",5,"Normal","white",6.4,0.24,0.26,8.2,0.054,47,182,0.99538,3.12,0.5,9.5,0
"5513",5,"Normal","white",7.4,0.38,0.34,8.3,0.052,44,168,0.99627,3.11,0.52,9.2,0
"5514",6,"Normal","white",7.4,0.27,0.52,15.7,0.054,36,139,0.99788,3.04,0.62,10.0333333333333,0
"5515",6,"Normal","white",5.7,0.28,0.35,1.2,0.052,39,141,0.99108,3.44,0.69,11.3,0
"5516",6,"Normal","white",5.8,0.22,0.25,1.5,0.024,21,109,0.99234,3.37,0.58,10.4,0
"5517",6,"Normal","white",6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,0
"5518",6,"Normal","white",7.1,0.2,0.35,3.2,0.034,21,107,0.99195,3.11,0.54,11.1,0
"5519",6,"Normal","white",6.7,0.27,0.69,1.2,0.176,36,106,0.99288,2.96,0.43,9.2,0
"5520",7,"Normal","white",7.1,0.23,0.3,2.6,0.034,62,148,0.99121,3.03,0.56,11.3,0
"5521",6,"Normal","white",7.6,0.31,0.52,13.2,0.042,61,148,0.99839,2.98,0.47,9.1,0
"5522",5,"Normal","white",7.2,0.34,0.28,10.4,0.108,43,187,0.99738,2.96,0.57,9.4,0
"5523",6,"Normal","white",7,0.36,0.25,5.7,0.015,14,73,0.98963,2.82,0.59,13.2,0
"5524",6,"Normal","white",6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,0
"5525",5,"Normal","white",7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,0
"5526",6,"Normal","white",7.4,0.16,0.3,1.4,0.064,34,166,0.99136,3.11,0.42,11.4333333333333,0
"5527",6,"Normal","white",6.4,0.31,0.27,7.4,0.049,48,169,0.99323,3.27,0.45,11.1,0
"5528",6,"Normal","white",6.4,0.31,0.28,2.5,0.039,34,137,0.98946,3.22,0.38,12.7,0
"5529",5,"Normal","white",6.2,0.29,0.29,5.6,0.046,35,178,0.99313,3.25,0.51,10.5333333333333,0
"5530",6,"Normal","white",5.9,0.28,0.34,3.6,0.04,50,194,0.9912,3.31,0.52,11.6,0
"5531",5,"Normal","white",6.5,0.23,0.2,7.5,0.05,44,179,0.99504,3.18,0.48,9.53333333333333,0
"5532",6,"Normal","white",7.2,0.34,0.2,5.8,0.062,52,203,0.99461,3.17,0.44,9.8,0
"5533",5,"Normal","white",7.3,0.28,0.35,1.6,0.054,31,148,0.99178,3.18,0.47,10.7,0
"5534",6,"Normal","white",6.5,0.2,0.33,1.5,0.039,36,110,0.99008,3.22,0.65,12,0
"5535",6,"Normal","white",6.2,0.24,0.27,2.9,0.039,30,123,0.98959,3.12,0.37,12.8,0
"5536",5,"Normal","white",7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,0
"5537",6,"Normal","white",6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.9333333333333,0
"5538",5,"Normal","white",6.3,0.19,0.33,10.1,0.063,63,133,0.99561,2.86,0.41,9.1,0
"5539",6,"Normal","white",5.9,0.29,0.28,3.2,0.035,16,117,0.98959,3.26,0.42,12.6,0
"5540",5,"Normal","white",7.1,0.31,0.25,11.2,0.048,32,136,0.99663,3.14,0.4,9.5,0
"5541",6,"Normal","white",6.5,0.3,0.28,11.45,0.041,29,109,0.99418,2.98,0.3,10.9,0
"5542",6,"Normal","white",6.4,0.29,0.21,9.65,0.041,36,119,0.99334,2.99,0.34,10.9333333333333,0
"5543",5,"Normal","white",6.5,0.22,0.19,4.5,0.096,16,115,0.9937,3.02,0.44,9.6,0
"5544",5,"Normal","white",7,0.23,0.28,2.7,0.053,16,92,0.99372,3.18,0.56,9.3,0
"5545",6,"Normal","white",7.1,0.23,0.23,3.5,0.038,23,112,0.99157,3.05,0.37,11.3666666666667,0
"5546",6,"Normal","white",6.1,0.26,0.28,1.7,0.043,24,98,0.98918,3.14,0.44,12.5,0
"5547",5,"Normal","white",6.4,0.35,0.21,2.1,0.051,46,171,0.9932,3.16,0.5,9.5,0
"5548",6,"Normal","white",6,0.32,0.32,4.8,0.041,40,186,0.99235,3.22,0.54,11,0
"5549",5,"Normal","white",6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,0
"5550",6,"Normal","white",6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.3333333333333,0
"5551",5,"Normal","white",6.5,0.315,0.2,6.6,0.041,9,126,0.99494,2.94,0.51,8.8,0
"5552",5,"Normal","white",6.1,0.34,0.21,5,0.042,17,133,0.99373,3.02,0.53,9.4,0
"5553",6,"Normal","white",5.7,0.31,0.29,7.3,0.05,33,143,0.99332,3.31,0.5,11.0666666666667,0
"5554",6,"Normal","white",6.4,0.3,0.27,5,0.058,27,151,0.99198,3.22,0.49,12.2,0
"5555",6,"Normal","white",7,0.24,0.26,1.7,0.041,31,110,0.99142,3.2,0.53,11,0
"5556",6,"Normal","white",6.5,0.13,0.27,2.6,0.035,32,76,0.9914,3.21,0.76,11.3333333333333,0
"5557",5,"Normal","white",6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,0
"5558",5,"Normal","white",6.4,0.26,0.21,8.2,0.05,51,182,0.99542,3.23,0.48,9.5,0
"5559",6,"Normal","white",6,0.27,0.31,5,0.043,54,170,0.9924,3.28,0.52,11,0
"5560",6,"Normal","white",7.1,0.21,0.33,1.2,0.039,34,97,0.99112,3.11,0.75,11.2,0
"5561",6,"Normal","white",6.7,0.26,0.29,7.1,0.036,28,100,0.99534,3.08,0.36,9.3,0
"5562",5,"Normal","white",6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,0
"5563",5,"Normal","white",7.3,0.22,0.37,15.5,0.048,70,203,0.99899,3.25,0.77,9.4,0
"5564",5,"Normal","white",6.2,0.25,0.44,15.8,0.057,39,167,0.99804,3.14,0.51,9.2,0
"5565",6,"Normal","white",6.4,0.18,0.28,17.05,0.047,53,139,0.99724,3.25,0.35,10.5,0
"5566",6,"Normal","white",6.3,0.2,0.26,12.7,0.046,60,143,0.99526,3.26,0.35,10.8,0
"5567",5,"Normal","white",6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,0
"5568",5,"Normal","white",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,0
"5569",5,"Normal","white",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,0
"5570",5,"Normal","white",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,0
"5571",5,"Normal","white",6.6,0.24,0.22,12.3,0.051,35,146,0.99676,3.1,0.67,9.4,0
"5572",5,"Normal","white",7.4,0.27,0.26,11.8,0.053,55,173,0.99699,3.11,0.6,9.8,0
"5573",6,"Normal","white",7.1,0.38,0.29,13.6,0.041,30,137,0.99461,3.02,0.96,12.1,0
"5574",6,"Normal","white",6.8,0.43,0.26,5.2,0.043,40,176,0.99116,3.17,0.41,12.3,0
"5575",5,"Normal","white",5.2,0.22,0.46,6.2,0.066,41,187,0.99362,3.19,0.42,9.73333333333333,0
"5576",5,"Normal","white",5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,0
"5577",5,"Normal","white",5.9,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,0
"5578",7,"Normal","white",6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,0
"5579",6,"Normal","white",6.3,0.19,0.32,2.8,0.046,18,80,0.99043,2.92,0.47,11.05,0
"5580",5,"Normal","white",5.7,0.29,0.16,7.9,0.044,48,197,0.99512,3.21,0.36,9.4,0
"5581",7,"Normal","white",6.3,0.29,0.29,3.3,0.037,32,140,0.9895,3.17,0.36,12.8,0
"5582",5,"Normal","white",5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.73333333333333,0
"5583",7,"Normal","white",5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,0
"5584",7,"Normal","white",7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,0
"5585",7,"Normal","white",5.8,0.3,0.38,4.9,0.039,22,86,0.98963,3.23,0.58,13.1,0
"5586",7,"Normal","white",7.1,0.27,0.27,10.4,0.041,26,114,0.99335,3.04,0.52,11.5,0
"5587",5,"Normal","white",6.3,0.305,0.22,16,0.061,26,141,0.99824,3.08,0.5,9.1,0
"5588",5,"Normal","white",5.7,0.24,0.47,6.3,0.069,35,182,0.99391,3.11,0.46,9.75,0
"5589",6,"Normal","white",6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,0
"5590",6,"Normal","white",6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0
"5591",6,"Normal","white",6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0
"5592",6,"Normal","white",6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0
"5593",6,"Normal","white",6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0
"5594",6,"Normal","white",6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,0
"5595",6,"Normal","white",6.2,0.22,0.28,2.2,0.04,24,125,0.9917,3.19,0.48,10.5,0
"5596",6,"Normal","white",6.6,0.22,0.23,17.3,0.047,37,118,0.99906,3.08,0.46,8.8,0
"5597",6,"Normal","white",6.1,0.22,0.5,6.6,0.045,30,122,0.99415,3.22,0.49,9.9,0
"5598",6,"Normal","white",6.2,0.21,0.52,6.5,0.047,28,123,0.99418,3.22,0.49,9.9,0
